央视频道,#genre#
CCTV-11,http://8.138.7.223/tv/bjcckd.php?id=12
CCTV-12,http://8.138.7.223/tv/bjcckd.php?id=13
CCTV-13,http://8.138.7.223/tv/bjcckd.php?id=14
CCTV-14,http://8.138.7.223/tv/bjcckd.php?id=15
CCTV-15,http://8.138.7.223/tv/bjcckd.php?id=16
CCTV-16,http://8.138.7.223/tv/bjcckd.php?id=17
CCTV-17,http://8.138.7.223/tv/bjcckd.php?id=18
CCTV-1,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000018602&livemode=1&stbId=3
CCTV-2,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=3
CCTV-3,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000013682&livemode=1&stbId=3
CCTV-4,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=3
CCTV-5,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000004794&livemode=1&stbId=3
CCTV-5+,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000020505&livemode=1&stbId=3
CCTV-6,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=3
CCTV-7,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000024341&livemode=1&stbId=3
CCTV-8,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000031433&livemode=1&stbId=3
CCTV-9,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000014583&livemode=1&stbId=3
CCTV-10,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023734&livemode=1&stbId=3
CCTV-11,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000019789&livemode=1&stbId=3
CCTV-12,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000032494&livemode=1&stbId=3
CCTV-13,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000021303&livemode=1&stbId=3
CCTV-14,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000001000008170&livemode=1&stbId=3
CCTV-15,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000002000008163&livemode=1&stbId=3
CCTV-16,http://zy.otioi.cn/live/cqyx.php?token=klV5S8KF&id=cctv16
CCTV-17,http://gslbservzqhsw.itv.cmvideo.cn/index.m3u8?channel-id=ystenlive&Contentid=1000000005000056836&livemode=1&stbId=3
CCTV1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV6,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV11,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV12,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8
CCTV13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
CCTV15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225601/index.m3u8
CCTV16,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8

CCTV-1,http://101.200.122.188/tv/migu323.php?id=cctv1
CCTV-2,http://101.200.122.188/tv/migu323.php?id=cctv2
CCTV-3,http://101.200.122.188/tv/migu323.php?id=cctv3
CCTV-4,http://101.200.122.188/tv/migu323.php?id=cctv4
CCTV-5,http://101.200.122.188/tv/migu323.php?id=cctv5
CCTV-5+,http://101.200.122.188/tv/migu323.php?id=cctvp
CCTV-6,http://101.200.122.188/tv/migu323.php?id=cctv6
CCTV-7,http://101.200.122.188/tv/migu323.php?id=cctv7
CCTV-8,http://101.200.122.188/tv/migu323.php?id=cctv8
CCTV-9,http://101.200.122.188/tv/migu323.php?id=cctv9
CCTV-10,http://101.200.122.188/tv/migu323.php?id=cctv10
CCTV-11,http://101.200.122.188/tv/migu323.php?id=cctv11
CCTV-12,http://101.200.122.188/tv/migu323.php?id=cctv12
CCTV-13,http://101.200.122.188/tv/migu323.php?id=cctv13
CCTV-14,http://101.200.122.188/tv/migu323.php?id=cctv14
CCTV-15,http://101.200.122.188/tv/migu323.php?id=cctv15
CCTV-17,http://101.200.122.188/tv/migu323.php?id=cctv17
CCTV-1,http://117.72.36.27:5000/ysp/cctv1
CCTV-2,http://117.72.36.27:5000/ysp/cctv2
CCTV-3,http://117.72.36.27:5000/ysp/cctv3
CCTV-4,http://117.72.36.27:5000/ysp/cctv4
CCTV-5,http://117.72.36.27:5000/ysp/cctv5
CCTV-5+,http://117.72.36.27:5000/ysp/cctv5p
CCTV-6,http://117.72.36.27:5000/ysp/cctv6
CCTV-7,http://117.72.36.27:5000/ysp/cctv7
CCTV-8,http://117.72.36.27:5000/ysp/cctv8
CCTV-9,http://117.72.36.27:5000/ysp/cctv9
CCTV-10,http://117.72.36.27:5000/ysp/cctv10
CCTV-11,http://117.72.36.27:5000/ysp/cctv11
CCTV-12,http://117.72.36.27:5000/ysp/cctv12
CCTV-13,http://117.72.36.27:5000/ysp/cctv13
CCTV-14,http://117.72.36.27:5000/ysp/cctv14
CCTV-15,http://117.72.36.27:5000/ysp/cctv15
CCTV-16,http://117.72.36.27:5000/ysp/cctv16
CCTV-17,http://117.72.36.27:5000/ysp/cctv17

CCTV-1,http://rihou.cc:555/cqyx.php?id=cctv1
CCTV-2,http://rihou.cc:555/cqyx.php?id=cctv2
CCTV-3,http://rihou.cc:555/cqyx.php?id=cctv3
CCTV-4,http://rihou.cc:555/cqyx.php?id=cctv4
CCTV-5,http://rihou.cc:555/cqyx.php?id=cctv5
CCTV-5+,http://rihou.cc:555/cqyx.php?id=cctv5p
CCTV-6,http://rihou.cc:555/cqyx.php?id=cctv6
CCTV-7,http://rihou.cc:555/cqyx.php?id=cctv7
CCTV-8,http://rihou.cc:555/cqyx.php?id=cctv8
CCTV-9,http://rihou.cc:555/cqyx.php?id=cctv9
CCTV-10,http://rihou.cc:555/cqyx.php?id=cctv10
CCTV-11,http://rihou.cc:555/cqyx.php?id=cctv11
CCTV-12,http://rihou.cc:555/cqyx.php?id=cctv12
CCTV-13,http://rihou.cc:555/cqyx.php?id=cctv13
CCTV-14,http://rihou.cc:555/cqyx.php?id=cctv14
CCTV-15,http://rihou.cc:555/cqyx.php?id=cctv15
CCTV-16,http://rihou.cc:555/cqyx.php?id=cctv16
CCTV-17,http://rihou.cc:555/cqyx.php?id=cctv17









卫视频道,#genre#
北京卫视,http://8.138.7.223/tv/bjcckd.php?id=19
天津卫视,http://8.138.7.223/tv/bjcckd.php?id=20
河北卫视,http://8.138.7.223/tv/bjcckd.php?id=21
山西卫视,http://8.138.7.223/tv/bjcckd.php?id=22
内蒙古卫视,http://8.138.7.223/tv/bjcckd.php?id=23
辽宁卫视,http://8.138.7.223/tv/bjcckd.php?id=24
吉林卫视,http://8.138.7.223/tv/bjcckd.php?id=25
黑龙江卫视,http://8.138.7.223/tv/bjcckd.php?id=26
东方卫视,http://8.138.7.223/tv/bjcckd.php?id=27
江苏卫视,http://8.138.7.223/tv/bjcckd.php?id=28
浙江卫视,http://8.138.7.223/tv/bjcckd.php?id=29
安徽卫视,http://8.138.7.223/tv/bjcckd.php?id=30
东南卫视,http://8.138.7.223/tv/bjcckd.php?id=31
江西卫视,http://8.138.7.223/tv/bjcckd.php?id=32
山东卫视,http://8.138.7.223/tv/bjcckd.php?id=33
河南卫视,http://8.138.7.223/tv/bjcckd.php?id=34
湖北卫视,http://8.138.7.223/tv/bjcckd.php?id=35
湖南卫视,http://8.138.7.223/tv/bjcckd.php?id=36
广东卫视,http://8.138.7.223/tv/bjcckd.php?id=37
广西卫视,http://8.138.7.223/tv/bjcckd.php?id=38
海南卫视,http://8.138.7.223/tv/bjcckd.php?id=39
重庆卫视,http://8.138.7.223/tv/bjcckd.php?id=40
四川卫视,http://8.138.7.223/tv/bjcckd.php?id=41
贵州卫视,http://8.138.7.223/tv/bjcckd.php?id=42
云南卫视,http://8.138.7.223/tv/bjcckd.php?id=43
西藏卫视,http://8.138.7.223/tv/bjcckd.php?id=44
陕西卫视,http://8.138.7.223/tv/bjcckd.php?id=45
甘肃卫视,http://8.138.7.223/tv/bjcckd.php?id=46
青海卫视,http://8.138.7.223/tv/bjcckd.php?id=47
宁夏卫视,http://8.138.7.223/tv/bjcckd.php?id=48
新疆卫视,http://8.138.7.223/tv/bjcckd.php?id=49
厦门卫视,http://8.138.7.223/tv/bjcckd.php?id=50
大湾区卫视,http://8.138.7.223/tv/bjcckd.php?id=51
深圳卫视,http://8.138.7.223/tv/bjcckd.php?id=52
金鹰卡通,http://8.138.7.223/tv/bjcckd.php?id=53
卡酷少儿,http://8.138.7.223/tv/bjcckd.php?id=54
东方卫视,http://dd.ddzb.fun/php/gzyx.php?id=d697d7112f7cf3609cd88b63cce479d4
吉林卫视,http://dd.ddzb.fun/php/gzyx.php?id=27975dec3d5bb0158291c75402d4a691
广东卫视,http://dd.ddzb.fun/php/gzyx.php?id=02f45209e8dab92899920d74157fe58b
安徽卫视,http://dd.ddzb.fun/php/gzyx.php?id=bbe500382f3ee26a529e6e27f7f2935c
重庆卫视,http://dd.ddzb.fun/php/gzyx.php?id=4491a96771fb324b6469a9ac6e25f5b9
云南卫视,http://dd.ddzb.fun/php/gzyx.php?id=ddeb36cf1dfe993107c20e7d42b14948
贵州卫视,http://dd.ddzb.fun/php/gzyx.php?id=9245676006cb79b03798b89fa05576b1
广西卫视,http://dd.ddzb.fun/php/gzyx.php?id=187ab8cbe6c6ba5db7a938edab1e049a
北京卫视,http://dd.ddzb.fun/php/gzyx.php?id=ebbfea54712e740cd1fc0d3b36873d52
西藏卫视,http://dd.ddzb.fun/php/gzyx.php?id=9e0df14790c0e020e939da4d2bfa0521
甘肃卫视,http://dd.ddzb.fun/php/gzyx.php?id=576a584528110c09d82de6b45d7ce182
宁夏卫视,http://dd.ddzb.fun/php/gzyx.php?id=5ca170032259b805051967fe22da8e32
江苏卫视,http://dd.ddzb.fun/php/gzyx.php?id=ced2b0d62dabbd8651b18f4323c18c24
陕西卫视,http://dd.ddzb.fun/php/gzyx.php?id=9206b0f22c4febf2d490a85ac02766a1
新疆卫视,http://dd.ddzb.fun/php/gzyx.php?id=9f18a3278d5b83dc37d52b059e5b068e
东南卫视,http://dd.ddzb.fun/php/gzyx.php?id=d3b7451d5e68fc29788f48089c1e5d25
辽宁卫视,http://dd.ddzb.fun/php/gzyx.php?id=1b84ff537ca4f4b4e57d070563309c56
山东卫视,http://dd.ddzb.fun/php/gzyx.php?id=1db177c7492ad2769a93e3746f25f701
浙江卫视,http://dd.ddzb.fun/php/gzyx.php?id=a37bf5f7dbfb7bb35a5e6c9b5899dc69
黑龙江卫视,http://dd.ddzb.fun/php/gzyx.php?id=9e3f3b7d57c55d7df8ef1cfb24d56e0e
内蒙古卫视,http://dd.ddzb.fun/php/gzyx.php?id=c429d41e2e18aa0cd5bd2c838d35eda7
天津卫视,http://dd.ddzb.fun/php/gzyx.php?id=bc3dcb148fc5c2d805dd0f61997fc683
河南卫视,http://dd.ddzb.fun/php/gzyx.php?id=a30fc79dc17df5a58885f43cd1aaaf2e
湖北卫视,http://dd.ddzb.fun/php/gzyx.php?id=21a70fb0fad52b17d49c5554f513d2ca
江西卫视,http://dd.ddzb.fun/php/gzyx.php?id=5cd94d06a28dc264b537cbac9b7dec19
湖南卫视,http://dd.ddzb.fun/php/gzyx.php?id=93e7f487ec23f5c99d8137e29933a083
四川卫视,http://dd.ddzb.fun/php/gzyx.php?id=a87d8615af79b7fc8eccaa2014eaf5ca
兵团卫视,http://dd.ddzb.fun/php/gzyx.php?id=0f425d173b623ea4c49c96c6f073d109
青海卫视,http://dd.ddzb.fun/php/gzyx.php?id=d563232cc923dbc4efb4293d8d588aeb
东方卫视,http://dd.ddzb.fun/php/gzyx.php?id=d697d7112f7cf3609cd88b63cce479d4
吉林卫视,http://dd.ddzb.fun/php/gzyx.php?id=27975dec3d5bb0158291c75402d4a691
广东卫视,http://dd.ddzb.fun/php/gzyx.php?id=02f45209e8dab92899920d74157fe58b
安徽卫视,http://dd.ddzb.fun/php/gzyx.php?id=bbe500382f3ee26a529e6e27f7f2935c
重庆卫视,http://dd.ddzb.fun/php/gzyx.php?id=4491a96771fb324b6469a9ac6e25f5b9
云南卫视,http://dd.ddzb.fun/php/gzyx.php?id=ddeb36cf1dfe993107c20e7d42b14948
贵州卫视,http://dd.ddzb.fun/php/gzyx.php?id=9245676006cb79b03798b89fa05576b1
广西卫视,http://dd.ddzb.fun/php/gzyx.php?id=187ab8cbe6c6ba5db7a938edab1e049a
北京卫视,http://dd.ddzb.fun/php/gzyx.php?id=ebbfea54712e740cd1fc0d3b36873d52
西藏卫视,http://dd.ddzb.fun/php/gzyx.php?id=9e0df14790c0e020e939da4d2bfa0521
甘肃卫视,http://dd.ddzb.fun/php/gzyx.php?id=576a584528110c09d82de6b45d7ce182
宁夏卫视,http://dd.ddzb.fun/php/gzyx.php?id=5ca170032259b805051967fe22da8e32
江苏卫视,http://dd.ddzb.fun/php/gzyx.php?id=ced2b0d62dabbd8651b18f4323c18c24
陕西卫视,http://dd.ddzb.fun/php/gzyx.php?id=9206b0f22c4febf2d490a85ac02766a1
新疆卫视,http://dd.ddzb.fun/php/gzyx.php?id=9f18a3278d5b83dc37d52b059e5b068e
东南卫视,http://dd.ddzb.fun/php/gzyx.php?id=d3b7451d5e68fc29788f48089c1e5d25
辽宁卫视,http://dd.ddzb.fun/php/gzyx.php?id=1b84ff537ca4f4b4e57d070563309c56
山东卫视,http://dd.ddzb.fun/php/gzyx.php?id=1db177c7492ad2769a93e3746f25f701
浙江卫视,http://dd.ddzb.fun/php/gzyx.php?id=a37bf5f7dbfb7bb35a5e6c9b5899dc69
黑龙江卫视,http://dd.ddzb.fun/php/gzyx.php?id=9e3f3b7d57c55d7df8ef1cfb24d56e0e
内蒙古卫视,http://dd.ddzb.fun/php/gzyx.php?id=c429d41e2e18aa0cd5bd2c838d35eda7
天津卫视,http://dd.ddzb.fun/php/gzyx.php?id=bc3dcb148fc5c2d805dd0f61997fc683
河南卫视,http://dd.ddzb.fun/php/gzyx.php?id=a30fc79dc17df5a58885f43cd1aaaf2e
湖北卫视,http://dd.ddzb.fun/php/gzyx.php?id=21a70fb0fad52b17d49c5554f513d2ca
江西卫视,http://dd.ddzb.fun/php/gzyx.php?id=5cd94d06a28dc264b537cbac9b7dec19
湖南卫视,http://dd.ddzb.fun/php/gzyx.php?id=93e7f487ec23f5c99d8137e29933a083
四川卫视,http://dd.ddzb.fun/php/gzyx.php?id=a87d8615af79b7fc8eccaa2014eaf5ca
兵团卫视,http://dd.ddzb.fun/php/gzyx.php?id=0f425d173b623ea4c49c96c6f073d109
青海卫视,http://dd.ddzb.fun/php/gzyx.php?id=d563232cc923dbc4efb4293d8d588aeb
东南卫视,http://122.142.178.209:5000/hls/17/index.m3u8
东方卫视,http://122.142.178.209:5000/hls/16/index.m3u8
北京卫视,http://122.142.178.209:5000/hls/9/index.m3u8
山东卫视,http://122.142.178.209:5000/hls/15/index.m3u8
江苏卫视,http://122.142.178.209:5000/hls/12/index.m3u8
湖南卫视,http://122.142.178.209:5000/hls/10/index.m3u8
黑龙江卫视,http://122.142.178.209:5000/hls/14/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
大庆教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
山东教育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
北京纪实,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8



央卫备用,#genre#
CCTV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-2财经,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-4中文国际,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV-5体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-6电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-7国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
